Order ID,Product ID,Sales,Quantity,Profit
CA-2016-101343,OFF-ST-10003479,77.88,2,3.89
CA-2017-139619,OFF-ST-10003282,95.62,2,9.56
CA-2016-118255,TEC-AC-10000171,45.98,2,19.77
CA-2016-118255,OFF-BI-10003291,17.46,2,8.21
CA-2014-146703,OFF-ST-10001713,211.96,4,8.48
CA-2016-169194,TEC-AC-10002167,45.0,3,4.95
CA-2016-169194,TEC-PH-10003988,21.8,2,6.1
CA-2015-115742,OFF-BI-10004410,38.22,6,17.96
CA-2015-115742,OFF-LA-10002762,75.18,6,35.33
CA-2015-115742,FUR-FU-10001706,6.16,2,2.96
CA-2015-115742,FUR-CH-10003061,89.99,1,17.1
CA-2016-105816,OFF-FA-10000304,15.26,7,6.26
CA-2016-105816,TEC-PH-10002447,1029.95,5,298.69
CA-2016-111682,OFF-ST-10000604,208.56,6,52.14
CA-2016-111682,OFF-PA-10001569,32.4,5,15.55
CA-2016-111682,FUR-CH-10003968,319.41,5,7.1
CA-2016-111682,OFF-PA-10000587,14.56,2,6.99
CA-2016-111682,TEC-AC-10002167,30.0,2,3.3
CA-2016-111682,OFF-BI-10001460,48.48,4,16.36
CA-2016-111682,OFF-AR-10001868,1.68,1,0.84
CA-2015-135545,TEC-AC-10004633,13.98,2,6.15
CA-2015-135545,OFF-BI-10001078,25.82,6,9.36
CA-2015-135545,OFF-PA-10003892,146.73,3,68.96
CA-2015-135545,FUR-FU-10000397,79.76,4,22.33
US-2015-164175,FUR-CH-10001146,213.11,5,-15.22
CA-2014-106376,OFF-AR-10002671,1113.02,8,111.3
CA-2014-106376,TEC-PH-10002726,167.97,4,62.99
CA-2016-119823,OFF-PA-10000482,75.88,2,35.66
CA-2016-106075,OFF-BI-10004654,4.62,1,1.73
CA-2017-114440,OFF-PA-10004675,19.05,3,8.76
US-2015-134026,FUR-CH-10000513,831.94,8,-114.39
US-2015-134026,FUR-FU-10003708,97.04,2,1.21
US-2015-134026,OFF-ST-10004123,72.78,1,-18.2
US-2017-118038,OFF-BI-10004182,1.25,3,-1.93
US-2017-118038,FUR-FU-10000260,9.71,3,-5.82
US-2017-118038,OFF-ST-10000615,27.24,3,2.72
US-2014-147606,FUR-FU-10003194,19.3,5,-14.48
CA-2016-127208,OFF-AP-10002118,208.16,1,56.2
CA-2016-127208,OFF-BI-10002309,16.74,3,8.04
CA-2014-139451,OFF-AR-10002053,14.9,5,4.17
CA-2014-139451,OFF-ST-10002370,21.39,1,6.2
CA-2015-149734,OFF-EN-10000927,200.98,7,62.81
US-2017-119662,OFF-ST-10003656,230.38,3,-48.95
CA-2017-140088,FUR-CH-10000863,301.96,2,33.22
CA-2017-155558,TEC-AC-10001998,19.99,1,6.8
CA-2017-155558,OFF-LA-10000134,6.16,2,2.96
CA-2016-159695,OFF-ST-10003442,158.37,7,13.86
CA-2016-109806,OFF-AR-10004930,20.1,3,6.63
CA-2016-109806,TEC-PH-10004093,73.58,2,8.28
CA-2016-109806,OFF-PA-10000304,6.48,1,3.11
CA-2015-149587,OFF-PA-10003177,12.96,2,6.22
CA-2015-149587,FUR-FU-10003799,53.34,3,16.54
CA-2015-149587,OFF-BI-10002852,32.96,2,16.15
US-2017-109484,OFF-BI-10004738,5.68,1,-3.79
CA-2017-161018,FUR-FU-10000629,96.53,7,40.54
CA-2017-157833,OFF-BI-10001721,51.31,3,17.96
CA-2016-149223,OFF-AP-10000358,77.88,6,22.59
CA-2016-158568,OFF-PA-10003256,64.62,7,22.62
CA-2016-158568,TEC-AC-10001767,95.98,3,-10.8
CA-2016-158568,OFF-BI-10002609,1.79,3,-3.04
CA-2016-129903,OFF-PA-10004040,23.92,4,11.72
US-2015-156867,TEC-AC-10001552,238.9,6,-26.88
US-2015-156867,FUR-FU-10004006,102.36,3,-3.84
US-2015-156867,OFF-BI-10002794,36.88,3,-25.82
CA-2017-119004,TEC-AC-10003499,74.11,8,17.6
CA-2017-119004,TEC-PH-10002844,27.99,1,2.1
CA-2017-119004,OFF-AR-10000390,3.3,1,1.07
CA-2015-129476,TEC-AC-10000844,339.96,5,67.99
CA-2017-146780,FUR-FU-10001934,41.96,2,10.91
CA-2016-128867,OFF-AR-10000380,75.96,2,22.79
CA-2016-128867,OFF-BI-10003981,27.24,6,13.35
CA-2014-115259,OFF-FA-10000621,40.1,14,14.53
CA-2014-115259,OFF-EN-10002600,4.72,2,1.65
CA-2014-115259,OFF-PA-10004965,23.98,3,7.49
CA-2014-115259,OFF-EN-10002504,130.46,6,44.03
CA-2015-110457,FUR-TA-10001768,787.53,3,165.38
US-2015-136476,OFF-BI-10003650,157.79,1,-115.72
CA-2016-103730,FUR-FU-10002157,47.04,3,18.35
CA-2016-103730,OFF-BI-10003910,30.84,4,13.88
CA-2016-103730,OFF-ST-10000777,226.56,6,63.44
CA-2016-103730,OFF-EN-10002500,115.02,9,51.76
CA-2016-103730,TEC-PH-10003875,68.04,7,19.73
US-2014-152030,FUR-CH-10004063,600.56,3,-8.58
US-2014-134614,FUR-TA-10004534,617.7,6,-407.68
US-2017-107272,OFF-BI-10003274,2.39,2,-1.83
US-2017-107272,OFF-ST-10002974,243.99,7,30.5
US-2016-125969,FUR-CH-10001146,81.42,2,-9.16
US-2016-125969,FUR-FU-10003773,238.56,3,26.24
US-2017-164147,TEC-PH-10002293,59.97,5,-11.99
US-2017-164147,OFF-PA-10002377,78.3,2,29.36
US-2017-164147,OFF-FA-10002780,21.46,9,6.97
CA-2016-145583,OFF-PA-10001804,20.04,3,9.62
CA-2016-145583,OFF-PA-10001736,35.44,1,16.66
CA-2016-145583,OFF-AR-10001149,11.52,4,3.46
CA-2016-145583,OFF-FA-10002988,4.02,2,1.97
CA-2016-145583,OFF-BI-10004781,76.18,3,26.66
CA-2016-145583,OFF-SU-10001218,65.88,6,18.45
CA-2016-145583,FUR-FU-10001706,43.12,14,20.7
CA-2016-110366,FUR-FU-10004848,82.8,2,10.35
CA-2017-106180,OFF-AR-10000940,8.82,3,2.38
CA-2017-106180,OFF-EN-10004030,10.86,3,5.1
CA-2017-106180,OFF-PA-10004327,143.7,3,68.98
CA-2017-155376,OFF-AP-10001058,839.43,3,218.25
CA-2015-110744,OFF-ST-10003656,671.93,7,20.16
CA-2014-110072,FUR-FU-10000521,93.89,4,12.91
CA-2016-114489,TEC-PH-10000215,384.45,11,103.8
CA-2016-114489,TEC-PH-10001448,149.97,3,6.0
CA-2016-114489,FUR-CH-10000454,1951.84,8,585.55
CA-2016-114489,OFF-BI-10002735,171.55,5,80.63
CA-2016-158834,OFF-AP-10000326,157.92,5,17.77
CA-2016-158834,TEC-PH-10001254,203.18,2,15.24
CA-2015-124919,OFF-PA-10001950,58.38,7,26.27
CA-2015-124919,OFF-PA-10002254,105.52,4,48.54
CA-2015-124919,OFF-ST-10001590,80.88,6,21.03
CA-2015-118948,OFF-AR-10001547,6.63,3,1.79
CA-2014-104269,FUR-CH-10004063,457.57,2,51.48
CA-2016-114104,OFF-LA-10002475,14.62,2,6.87
CA-2016-114104,TEC-PH-10004536,944.93,7,236.23
CA-2016-162733,OFF-PA-10002751,5.98,1,2.69
CA-2015-119697,TEC-AC-10003657,54.38,2,1.36
CA-2016-154508,OFF-EN-10001990,28.4,5,13.35
CA-2016-113817,OFF-BI-10004002,27.68,2,9.69
CA-2014-139892,OFF-AR-10004441,9.94,3,2.73
CA-2014-139892,TEC-MA-10000822,8159.95,8,-1359.99
CA-2014-139892,OFF-ST-10000991,275.93,3,-58.63
CA-2014-139892,FUR-CH-10004287,1740.06,9,-24.86
CA-2014-139892,OFF-AR-10002656,32.06,6,6.81
CA-2014-139892,OFF-AP-10002518,177.98,5,-453.85
CA-2014-139892,TEC-PH-10003931,143.98,3,9.0
CA-2014-118962,OFF-PA-10000659,20.94,3,9.84
CA-2014-118962,OFF-PA-10001144,110.96,2,53.26
CA-2014-118962,FUR-CH-10003817,340.14,7,21.26
US-2014-100853,OFF-AP-10000891,52.45,2,-131.12
US-2014-100853,OFF-LA-10003148,20.16,4,6.55
US-2017-152366,OFF-AP-10002684,97.26,4,-243.16
US-2015-101511,FUR-CH-10004698,396.8,7,-11.34
US-2015-101511,OFF-SU-10002189,15.88,5,-3.77
CA-2015-137225,OFF-AR-10001940,3.28,1,1.41
CA-2014-166191,OFF-ST-10003455,24.82,2,1.86
CA-2014-166191,TEC-AC-10004659,408.74,7,76.64
CA-2014-158274,TEC-PH-10003273,503.96,4,131.03
CA-2014-158274,TEC-PH-10004896,149.95,5,41.99
CA-2014-158274,TEC-AC-10002345,29.0,2,7.25
CA-2016-105018,OFF-BI-10001890,7.16,2,3.44
CA-2014-123260,TEC-AC-10002323,176.8,8,22.98
CA-2016-157000,OFF-ST-10001328,37.22,3,3.72
CA-2016-157000,OFF-PA-10001950,20.02,3,6.25
CA-2015-102281,FUR-BO-10002613,899.14,4,112.39
CA-2015-102281,TEC-PH-10001552,71.76,6,20.09
CA-2015-102281,OFF-PA-10000061,51.84,8,24.88
CA-2015-102281,FUR-BO-10002545,626.35,3,46.98
CA-2015-102281,OFF-AR-10003514,19.9,5,6.57
CA-2015-131457,OFF-EN-10001509,14.28,7,6.71
CA-2014-140004,OFF-AR-10004685,7.41,2,1.2
CA-2014-140004,OFF-AR-10004027,6.05,3,1.59
CA-2017-107720,OFF-ST-10001414,46.26,3,12.03
US-2017-124303,OFF-BI-10000343,2.95,2,-2.26
US-2017-124303,OFF-PA-10002749,16.06,3,5.82
CA-2017-105074,OFF-PA-10002666,21.74,3,6.79
CA-2014-133690,FUR-TA-10004289,218.75,2,-161.88
CA-2014-133690,OFF-AP-10003622,2.6,1,0.29
US-2017-116701,OFF-AP-10003217,66.28,2,-178.97
CA-2017-126382,FUR-FU-10002960,35.17,7,9.67
CA-2017-108329,TEC-PH-10001918,444.77,4,44.48
CA-2017-135860,OFF-ST-10000642,83.92,4,5.87
CA-2017-135860,TEC-PH-10001700,131.98,2,35.63
CA-2017-135860,OFF-BI-10003274,15.92,4,7.48
CA-2017-135860,OFF-FA-10000134,52.29,9,16.21
CA-2017-135860,OFF-ST-10001522,91.99,1,3.68
CA-2015-101007,TEC-AC-10001266,20.8,2,6.5
CA-2015-146262,OFF-LA-10004544,23.68,2,8.88
CA-2015-146262,FUR-BO-10004695,452.45,5,-244.32
CA-2015-146262,TEC-PH-10002844,62.98,3,-14.7
CA-2015-146262,TEC-MA-10000864,1188.0,9,-950.4
CA-2015-146262,TEC-AC-10000109,89.58,2,4.48
CA-2016-130162,OFF-ST-10001328,93.06,6,26.06
CA-2016-130162,TEC-PH-10002563,302.38,3,22.68
CA-2015-169397,OFF-FA-10000585,5.58,2,1.81
CA-2015-169397,OFF-PA-10004000,22.7,6,8.23
CA-2015-169397,OFF-BI-10002852,19.78,4,-13.84
CA-2015-169397,FUR-FU-10000087,72.7,4,19.08
CA-2015-169397,TEC-MA-10001148,479.99,4,-383.99
CA-2015-169397,OFF-AR-10001958,27.17,2,2.72
CA-2015-163055,OFF-AR-10001026,2.2,1,0.97
CA-2015-163055,FUR-TA-10003748,622.45,5,136.94
CA-2015-163055,OFF-ST-10002485,21.98,1,0.22
US-2015-145436,FUR-CH-10004860,161.57,2,-28.27
US-2015-145436,FUR-CH-10004477,389.7,8,43.84
US-2014-156216,OFF-BI-10001679,18.65,7,-12.43
US-2017-100930,FUR-TA-10001705,233.86,2,-102.05
US-2017-100930,FUR-TA-10003473,620.61,3,-248.25
US-2017-100930,OFF-BI-10001679,5.33,2,-3.55
US-2017-100930,FUR-FU-10004017,258.07,3,0.0
US-2017-100930,TEC-AC-10003832,617.98,3,-7.72
CA-2017-160514,OFF-PA-10002479,10.56,2,4.75
CA-2016-157749,OFF-PA-10003349,25.92,5,9.4
CA-2016-157749,FUR-FU-10000576,419.68,5,-356.73
CA-2016-157749,FUR-FU-10004351,11.69,3,-4.68
CA-2016-157749,TEC-PH-10000011,31.98,2,11.19
CA-2016-157749,FUR-TA-10002607,177.22,5,-120.51
CA-2016-157749,FUR-FU-10002505,4.04,3,-2.83
CA-2016-157749,OFF-AR-10004685,7.41,2,1.2
CA-2014-131926,FUR-CH-10004063,2001.86,7,580.54
CA-2014-131926,OFF-ST-10002276,166.72,2,41.68
CA-2014-131926,OFF-PA-10004082,47.88,6,23.94
CA-2014-131926,OFF-AP-10002945,1503.25,5,496.07
CA-2014-131926,OFF-PA-10000061,25.92,4,12.44
CA-2016-154739,FUR-CH-10002965,321.57,2,28.14
CA-2016-145625,OFF-PA-10004569,7.61,1,3.58
CA-2016-145625,TEC-AC-10003832,3347.37,13,636.0
CA-2016-146941,OFF-ST-10001228,80.58,6,22.56
CA-2016-146941,OFF-EN-10003296,361.92,4,162.86
US-2015-159982,FUR-FU-10002505,12.13,9,-8.49
US-2015-159982,OFF-ST-10004804,82.37,2,-19.56
US-2015-159982,OFF-ST-10001590,53.92,5,4.04
US-2015-159982,TEC-PH-10001580,647.9,6,56.69
CA-2017-163139,TEC-AC-10000290,20.37,3,6.93
CA-2017-163139,OFF-ST-10002790,221.55,3,6.65
CA-2017-163139,OFF-BI-10003460,17.52,5,6.13
US-2017-155299,OFF-AP-10002203,1.62,2,-4.47
US-2014-106992,TEC-MA-10000822,3059.98,3,-510.0
US-2014-106992,TEC-MA-10003353,2519.96,7,-252.0
CA-2016-125318,TEC-PH-10001433,328.22,4,28.72
CA-2015-155040,TEC-AC-10004469,79.9,2,35.16
CA-2017-136826,OFF-AR-10003602,14.02,3,4.73
CA-2016-111010,OFF-FA-10003472,7.56,6,0.3
US-2017-145366,OFF-ST-10004180,37.21,1,-7.44
US-2017-145366,OFF-EN-10004386,57.58,3,21.59
CA-2017-163979,OFF-ST-10003208,725.84,4,210.49
CA-2015-155334,TEC-AC-10003628,209.93,7,92.37
CA-2015-155334,FUR-FU-10003274,5.28,3,2.32
CA-2015-155334,OFF-BI-10002557,10.92,3,4.09
CA-2017-118136,OFF-PA-10002615,8.82,2,4.06
CA-2017-118136,OFF-AR-10001427,5.98,1,1.55
CA-2017-132976,OFF-PA-10000673,11.65,2,4.08
CA-2017-132976,OFF-PA-10004470,18.18,4,5.91
CA-2017-132976,OFF-ST-10000876,59.71,6,5.97
CA-2017-132976,OFF-LA-10002043,24.84,3,8.69
US-2015-161991,OFF-BI-10004967,2.08,5,-3.43
US-2015-161991,TEC-PH-10001760,1114.4,7,376.11
CA-2015-130890,FUR-TA-10002903,1038.84,5,51.94
CA-2015-130883,OFF-PA-10000474,141.76,5,47.84
CA-2015-130883,TEC-AC-10001956,239.8,5,47.96
CA-2015-130883,OFF-PA-10004100,31.1,6,10.89
CA-2016-112697,OFF-BI-10000778,254.06,7,-169.37
CA-2016-112697,OFF-AP-10002684,194.53,2,24.32
CA-2016-112697,OFF-SU-10000646,961.48,5,-204.31
CA-2016-110772,OFF-FA-10002983,19.1,7,6.68
CA-2016-110772,OFF-LA-10004689,18.5,8,6.24
CA-2016-110772,TEC-AC-10002001,255.98,2,54.4
CA-2016-110772,FUR-BO-10004709,86.97,3,-48.7
CA-2014-111451,FUR-FU-10004091,300.42,8,78.86
CA-2014-111451,FUR-CH-10001891,230.35,3,20.16
CA-2014-111451,FUR-FU-10002918,218.35,3,-24.56
CA-2014-111451,OFF-BI-10004593,78.6,5,-62.88
CA-2014-111451,OFF-FA-10004854,27.55,3,9.3
CA-2016-142545,OFF-PA-10002105,32.4,5,15.55
CA-2016-142545,OFF-ST-10002756,1082.48,8,10.82
CA-2016-142545,OFF-PA-10004243,56.91,3,27.32
CA-2016-142545,FUR-FU-10001861,77.6,4,38.02
CA-2016-142545,OFF-BI-10002706,14.28,1,6.57
US-2017-152380,FUR-TA-10002533,219.08,3,-131.45
CA-2015-144253,FUR-FU-10002671,26.8,2,12.86
CA-2014-130960,OFF-AR-10003651,9.84,3,2.85
CA-2014-111003,OFF-BI-10001072,45.48,3,20.92
CA-2014-111003,OFF-AR-10002135,289.2,6,83.87
CA-2017-126774,OFF-AR-10002804,4.89,1,2.0
CA-2016-142902,FUR-FU-10001918,15.14,4,3.59
CA-2016-142902,FUR-CH-10004086,466.77,2,52.51
CA-2016-142902,FUR-FU-10001756,15.23,1,1.71
CA-2016-142902,OFF-LA-10000634,6.26,3,2.04
CA-2014-120887,FUR-FU-10001588,87.54,3,37.64
CA-2014-167850,TEC-PH-10002398,178.38,2,22.3
CA-2014-167850,OFF-PA-10001937,15.55,3,5.44
CA-2014-164259,OFF-AR-10003373,99.14,4,8.67
CA-2014-164973,FUR-CH-10002602,135.88,1,24.16
CA-2014-164973,TEC-MA-10002927,3991.98,2,1995.99
CA-2014-164973,TEC-PH-10004093,275.94,6,80.02
CA-2014-164973,TEC-AC-10000892,360.0,4,129.6
CA-2014-164973,OFF-ST-10002974,43.57,1,13.07
CA-2014-156601,OFF-FA-10000624,7.16,2,3.58
CA-2016-162138,OFF-BI-10004593,251.52,6,81.74
CA-2016-162138,TEC-AC-10001908,99.99,1,35.0
CA-2017-153339,FUR-FU-10001967,15.99,1,1.0
US-2016-141544,TEC-PH-10003645,290.9,3,-67.88
US-2016-141544,OFF-ST-10000675,54.22,2,3.39
US-2016-141544,FUR-CH-10003312,786.74,4,-258.5
US-2016-141544,OFF-LA-10001074,100.24,10,33.83
US-2016-141544,OFF-BI-10001524,37.76,6,-27.69
US-2016-150147,TEC-PH-10004614,82.8,2,-20.7
US-2016-150147,OFF-BI-10001153,20.72,2,-13.82
US-2016-150147,OFF-BI-10001982,4.9,3,-3.43
CA-2015-137946,OFF-BI-10001922,4.75,1,1.6
CA-2015-137946,TEC-CO-10001449,959.98,2,335.99
CA-2015-137946,OFF-BI-10004140,14.37,4,4.49
CA-2014-129924,OFF-BI-10003314,7.71,2,2.8
CA-2014-129924,FUR-TA-10004575,698.35,3,-17.46
CA-2015-128167,OFF-FA-10000490,4.96,4,2.33
CA-2014-122336,OFF-AR-10000122,17.86,4,1.12
CA-2014-122336,OFF-BI-10003656,509.97,10,-407.98
CA-2014-122336,OFF-FA-10002780,30.99,13,10.07
CA-2014-122336,TEC-PH-10000702,71.93,12,8.39
US-2015-120712,OFF-ST-10000107,88.8,4,-2.22
CA-2017-169901,TEC-PH-10002293,47.98,3,4.8
CA-2017-134306,OFF-AR-10004027,7.56,3,3.1
CA-2017-134306,OFF-PA-10000249,24.56,2,11.54
CA-2017-134306,OFF-AR-10001374,12.96,2,4.15
CA-2016-129714,TEC-AC-10000290,6.79,1,2.31
CA-2016-129714,OFF-PA-10001970,24.56,2,11.54
CA-2016-129714,OFF-BI-10002160,3.05,1,1.07
CA-2016-129714,OFF-PA-10001970,49.12,4,23.09
CA-2016-129714,OFF-BI-10004995,4355.17,4,1415.43
CA-2016-138520,FUR-BO-10002268,388.7,6,-4.86
CA-2016-138520,OFF-EN-10001137,8.26,2,3.8
CA-2016-138520,OFF-AR-10002399,17.04,4,6.99
CA-2016-138520,OFF-PA-10002713,34.4,5,15.82
CA-2016-130001,OFF-PA-10002666,36.24,5,11.32
CA-2017-155698,OFF-AP-10001124,647.84,8,168.44
CA-2017-155698,OFF-LA-10001158,20.7,2,9.94
CA-2017-144904,OFF-LA-10001158,20.7,2,9.94
CA-2017-144904,FUR-CH-10000785,488.65,3,86.87
CA-2017-144904,OFF-AR-10003732,5.56,2,1.45
CA-2017-144904,FUR-FU-10000023,47.12,8,20.73
CA-2014-123344,OFF-ST-10001713,211.96,4,8.48
CA-2016-155516,OFF-BI-10002412,23.2,4,10.44
CA-2016-155516,OFF-SU-10001225,7.36,2,0.15
CA-2016-155516,OFF-ST-10002406,104.79,7,29.34
CA-2016-155516,FUR-BO-10002545,1043.92,4,271.42
CA-2017-104745,OFF-PA-10002036,25.92,5,9.4
CA-2017-104745,OFF-ST-10002205,53.42,3,4.67
US-2014-119137,OFF-BI-10001982,8.16,5,-5.71
US-2014-119137,TEC-AC-10003911,1023.94,8,179.19
US-2014-119137,OFF-AR-10000658,9.24,1,0.92
US-2014-119137,TEC-AC-10002076,479.04,10,-29.94
US-2016-134656,OFF-PA-10003039,99.14,4,30.98
US-2017-134481,FUR-TA-10004915,1488.42,7,-297.68
CA-2015-130792,OFF-AP-10000696,8.65,3,-20.33
CA-2015-130792,OFF-ST-10003327,23.83,3,2.68
CA-2015-130792,OFF-BI-10000309,12.18,4,-18.87
CA-2016-134775,OFF-PA-10004734,50.96,7,25.48
CA-2016-134775,OFF-BI-10002225,49.54,3,17.34
CA-2015-125395,TEC-AC-10004708,41.9,2,8.8
US-2015-168935,FUR-TA-10000617,375.46,3,-157.01
US-2015-168935,TEC-AC-10002335,83.98,3,-1.05
CA-2015-122756,TEC-MA-10001681,482.34,4,-337.64
CA-2015-122756,FUR-FU-10001935,2.96,1,0.78
CA-2014-115973,OFF-AR-10004757,2.62,1,0.43
CA-2017-101798,OFF-BI-10000050,23.36,4,7.88
CA-2017-101798,TEC-AC-10001998,39.98,2,13.59
US-2014-135972,TEC-PH-10003012,246.38,2,27.72
US-2014-135972,TEC-CO-10002313,1799.97,3,701.99
US-2014-134971,OFF-BI-10003982,12.46,3,-20.56
CA-2017-102946,OFF-BI-10004492,75.79,3,25.58
CA-2017-165603,OFF-ST-10000798,49.96,2,9.49
CA-2017-165603,OFF-PA-10002552,12.96,2,6.22
CA-2015-122259,OFF-SU-10002573,70.12,4,21.04
CA-2016-108987,OFF-ST-10001580,35.95,3,3.6
CA-2016-108987,FUR-BO-10004834,2396.27,4,-317.15
CA-2016-108987,OFF-ST-10000934,131.14,4,-32.78
CA-2016-108987,TEC-AC-10000158,57.58,2,0.72
CA-2014-113166,OFF-PA-10001947,9.57,2,3.47
CA-2014-155208,OFF-AR-10003478,39.07,6,9.77
CA-2017-117933,OFF-AP-10004249,35.91,3,9.7
CA-2017-117457,TEC-AC-10000158,179.95,5,37.79
CA-2017-117457,TEC-CO-10004115,1199.98,3,434.99
CA-2017-117457,OFF-PA-10003724,27.15,5,13.3
CA-2017-117457,FUR-TA-10002041,1004.02,7,-112.95
CA-2017-117457,OFF-PA-10002893,9.68,1,4.65
CA-2017-117457,OFF-LA-10003766,28.35,9,13.61
CA-2017-117457,OFF-PA-10001970,55.98,1,27.43
CA-2017-117457,FUR-BO-10001972,1336.83,13,31.45
CA-2017-117457,FUR-CH-10003956,113.57,2,-18.45
CA-2017-142636,OFF-PA-10000157,139.86,7,65.73
CA-2017-142636,FUR-CH-10001891,307.14,4,26.87
CA-2017-122105,OFF-AR-10004344,95.92,8,25.9
CA-2016-148796,FUR-CH-10004886,383.8,5,38.38
CA-2017-154816,OFF-PA-10003845,5.78,1,2.83
CA-2017-110478,OFF-AR-10001573,9.32,4,2.7
CA-2017-110478,OFF-EN-10000483,15.25,1,7.01
CA-2014-142048,TEC-AC-10004114,196.75,6,56.57
CA-2017-125388,FUR-FU-10004712,56.56,4,14.71
CA-2017-125388,OFF-ST-10000918,32.7,3,8.5
CA-2017-155705,FUR-CH-10000015,866.4,4,225.26
CA-2017-149160,FUR-FU-10003347,28.4,2,11.08
CA-2017-149160,OFF-BI-10001543,287.92,8,138.2
CA-2014-101476,TEC-MA-10000029,69.99,1,30.1
CA-2017-152275,OFF-AR-10000369,6.67,6,0.5
US-2016-123750,OFF-BI-10004584,189.59,2,-145.35
US-2016-123750,TEC-AC-10004659,408.74,7,76.64
US-2016-123750,TEC-AC-10004659,291.96,5,54.74
US-2016-123750,OFF-ST-10000617,4.77,2,-0.77
CA-2016-127369,OFF-ST-10003306,714.3,5,207.15
US-2014-150574,OFF-BI-10000773,4.81,2,-3.69
US-2014-150574,TEC-AC-10002600,247.8,5,-18.58
CA-2016-147375,TEC-MA-10002937,1007.98,3,43.2
CA-2016-147375,OFF-PA-10001970,313.49,7,113.64
CA-2017-130043,OFF-PA-10002230,31.87,8,11.55
CA-2017-157252,FUR-CH-10003396,207.85,3,2.31
CA-2016-115756,FUR-FU-10000246,12.22,1,3.67
CA-2016-115756,OFF-ST-10000060,194.94,3,23.39
CA-2016-115756,OFF-ST-10003058,70.95,3,20.58
CA-2016-115756,OFF-PA-10002222,91.36,4,42.03
CA-2016-115756,FUR-CH-10002372,242.94,3,29.15
CA-2016-115756,OFF-LA-10001317,22.05,7,10.58
CA-2017-154214,FUR-FU-10000206,2.91,1,1.37
CA-2016-166674,OFF-AR-10000588,59.52,3,15.48
CA-2016-166674,OFF-ST-10001469,161.94,3,9.72
CA-2016-166674,OFF-AR-10001953,263.88,6,71.25
CA-2016-166674,OFF-AR-10003156,30.48,3,7.92
CA-2016-166674,OFF-AR-10004974,9.84,3,2.85
CA-2016-166674,TEC-PH-10002365,35.12,4,9.13
CA-2017-147277,FUR-TA-10001539,284.36,2,-75.83
CA-2017-147277,OFF-ST-10000142,665.41,2,66.54
CA-2016-100153,TEC-AC-10001772,63.88,4,24.91
US-2014-110674,FUR-CH-10000225,129.57,2,-24.29
US-2016-157945,FUR-CH-10002331,747.56,3,-96.11
US-2016-157945,OFF-EN-10001415,8.93,2,3.35
CA-2015-109638,OFF-AP-10002472,103.92,4,36.37
CA-2015-109638,TEC-AC-10004571,899.91,9,377.96
CA-2015-109638,OFF-BI-10001098,51.31,3,18.6
CA-2016-109869,FUR-FU-10000023,23.56,5,7.07
