Address ID,Customer ID,Country,City,State,Postal Code,Region
DB-13060_98115,DB-13060,United States,Seattle,Washington,98115,West
NP-18670_73034,NP-18670,United States,Edmond,Oklahoma,73034,Central
TT-21070_90045,TT-21070,United States,Los Angeles,California,90045,West
EM-13960_19134,EM-13960,United States,Philadelphia,Pennsylvania,19134,East
RD-19900_88220,RD-19900,United States,Carlsbad,New Mexico,88220,West
MJ-17740_98115,MJ-17740,United States,Seattle,Washington,98115,West
BM-11140_78207,BM-11140,United States,San Antonio,Texas,78207,Central
CS-12130_90004,CS-12130,United States,Los Angeles,California,90004,West
JB-15400_60623,JB-15400,United States,Chicago,Illinois,60623,Central
SJ-20500_77036,SJ-20500,United States,Houston,Texas,77036,Central
JE-15745_43055,JE-15745,United States,Newark,Ohio,43055,East
JK-15640_10009,JK-15640,United States,New York City,New York,10009,East
DK-13150_62521,DK-13150,United States,Decatur,Illinois,62521,Central
RM-19675_71203,RM-19675,United States,Monroe,Louisiana,71203,South
SK-19990_6824,SK-19990,United States,Fairfield,Connecticut,6824,East
FM-14290_90032,FM-14290,United States,Los Angeles,California,90032,West
AM-10360_75051,AM-10360,United States,Grand Prairie,Texas,75051,Central
MP-17470_10035,MP-17470,United States,New York City,New York,10035,East
MZ-17515_92374,MZ-17515,United States,Redlands,California,92374,West
CB-12025_45011,CB-12025,United States,Hamilton,Ohio,45011,East
VM-21685_7090,VM-21685,United States,Westfield,New Jersey,7090,East
FH-14365_19120,FH-14365,United States,Philadelphia,Pennsylvania,19120,East
MB-17305_44312,MB-17305,United States,Akron,Ohio,44312,East
BS-11755_80219,BS-11755,United States,Denver,Colorado,80219,West
LC-17140_75220,LC-17140,United States,Dallas,Texas,75220,Central
HK-14890_37064,HK-14890,United States,Franklin,Tennessee,37064,South
LE-16810_90604,LE-16810,United States,Whittier,California,90604,West
JH-15985_48601,JH-15985,United States,Saginaw,Michigan,48601,Central
MS-17980_75220,MS-17980,United States,Dallas,Texas,75220,Central
VW-21775_44256,VW-21775,United States,Medina,Ohio,44256,East
JH-15910_90032,JH-15910,United States,Los Angeles,California,90032,West
JB-15925_43017,JB-15925,United States,Dublin,Ohio,43017,East
DS-13180_48227,DS-13180,United States,Detroit,Michigan,48227,Central
VD-21670_38401,VD-21670,United States,Columbia,Tennessee,38401,South
EA-14035_28205,EA-14035,United States,Charlotte,North Carolina,28205,South
CS-12400_33614,CS-12400,United States,Tampa,Florida,33614,South
DB-13120_95051,DB-13120,United States,Santa Clara,California,95051,West
KL-16645_60610,KL-16645,United States,Chicago,Illinois,60610,Central
DW-13480_55044,DW-13480,United States,Lakeville,Minnesota,55044,Central
LH-17155_94109,LH-17155,United States,San Francisco,California,94109,West
KC-16540_92037,KC-16540,United States,San Diego,California,92037,West
DL-13315_10024,DL-13315,United States,New York City,New York,10024,East
DR-12880_60623,DR-12880,United States,Chicago,Illinois,60623,Central
CC-12670_10009,CC-12670,United States,New York City,New York,10009,East
Dl-13600_77506,Dl-13600,United States,Pasadena,Texas,77506,Central
SB-20290_77036,SB-20290,United States,Houston,Texas,77036,Central
RC-19825_60610,RC-19825,United States,Chicago,Illinois,60610,Central
AH-10210_94513,AH-10210,United States,Brentwood,California,94513,West
CB-12535_27514,CB-12535,United States,Chapel Hill,North Carolina,27514,South
PG-18895_7960,PG-18895,United States,Morristown,New Jersey,7960,East
CA-12310_45231,CA-12310,United States,Cincinnati,Ohio,45231,East
KH-16690_94110,KH-16690,United States,San Francisco,California,94110,West
HA-14920_94109,HA-14920,United States,San Francisco,California,94109,West
BB-10990_90301,BB-10990,United States,Inglewood,California,90301,West
AG-10495_19140,AG-10495,United States,Philadelphia,Pennsylvania,19140,East
SC-20725_77070,SC-20725,United States,Houston,Texas,77070,Central
JO-15280_90004,JO-15280,United States,Los Angeles,California,90004,West
TB-21520_97206,TB-21520,United States,Portland,Oregon,97206,West
AH-10195_33319,AH-10195,United States,Tamarac,Florida,33319,South
NZ-18565_43229,NZ-18565,United States,Columbus,Ohio,43229,East
KL-16555_80906,KL-16555,United States,Colorado Springs,Colorado,80906,West
JD-15895_7109,JD-15895,United States,Belleville,New Jersey,7109,East
JH-15910_60623,JH-15910,United States,Chicago,Illinois,60623,Central
AS-10225_10024,AS-10225,United States,New York City,New York,10024,East
KB-16600_48180,KB-16600,United States,Taylor,Michigan,48180,Central
CR-12625_8701,CR-12625,United States,Lakewood,New Jersey,8701,East
SH-20395_22204,SH-20395,United States,Arlington,Virginia,22204,South
BP-11185_80004,BP-11185,United States,Arvada,Colorado,80004,West
TS-21205_7601,TS-21205,United States,Hackensack,New Jersey,7601,East
AG-10525_33710,AG-10525,United States,Saint Petersburg,Florida,33710,South
SP-20860_19143,SP-20860,United States,Philadelphia,Pennsylvania,19143,East
NM-18445_10024,NM-18445,United States,New York City,New York,10024,East
FA-14230_90805,FA-14230,United States,Long Beach,California,90805,West
GK-14620_92345,GK-14620,United States,Hesperia,California,92345,West
DJ-13510_37130,DJ-13510,United States,Murfreesboro,Tennessee,37130,South
PO-18850_19143,PO-18850,United States,Philadelphia,Pennsylvania,19143,East
JL-15850_19134,JL-15850,United States,Philadelphia,Pennsylvania,19134,East
DB-13615_90045,DB-13615,United States,Los Angeles,California,90045,West
AC-10420_94122,AC-10420,United States,San Francisco,California,94122,West
KL-16645_84041,KL-16645,United States,Layton,Utah,84041,West
CS-12130_78745,CS-12130,United States,Austin,Texas,78745,Central
CC-12550_94122,CC-12550,United States,San Francisco,California,94122,West
TD-20995_1852,TD-20995,United States,Lowell,Massachusetts,1852,East
AB-10060_10009,AB-10060,United States,New York City,New York,10009,East
JL-15505_10035,JL-15505,United States,New York City,New York,10035,East
HK-14890_28205,HK-14890,United States,Charlotte,North Carolina,28205,South
VB-21745_31907,VB-21745,United States,Columbus,Georgia,31907,South
KW-16435_10009,KW-16435,United States,New York City,New York,10009,East
JD-16060_94109,JD-16060,United States,San Francisco,California,94109,West
MK-17905_6040,MK-17905,United States,Manchester,Connecticut,6040,East
GT-14755_78550,GT-14755,United States,Harlingen,Texas,78550,Central
AG-10900_85705,AG-10900,United States,Tucson,Arizona,85705,West
MM-18280_62301,MM-18280,United States,Quincy,Illinois,62301,Central
AR-10405_2038,AR-10405,United States,Franklin,Massachusetts,2038,East
RA-19915_77095,RA-19915,United States,Houston,Texas,77095,Central
AS-10285_94109,AS-10285,United States,San Francisco,California,94109,West
LA-16780_48180,LA-16780,United States,Taylor,Michigan,48180,Central
DO-13435_33024,DO-13435,United States,Pembroke Pines,Florida,33024,South
DK-13225_19140,DK-13225,United States,Philadelphia,Pennsylvania,19140,East
NG-18430_45231,NG-18430,United States,Cincinnati,Ohio,45231,East
MV-18190_10009,MV-18190,United States,New York City,New York,10009,East
JG-15115_98198,JG-15115,United States,Des Moines,Washington,98198,West
BP-11095_61604,BP-11095,United States,Peoria,Illinois,61604,Central
VP-21730_89115,VP-21730,United States,Las Vegas,Nevada,89115,West
SS-20140_2886,SS-20140,United States,Warwick,Rhode Island,2886,East
HP-14815_49201,HP-14815,United States,Jackson,Michigan,49201,Central
AG-10675_77036,AG-10675,United States,Houston,Texas,77036,Central
LF-17185_33180,LF-17185,United States,Miami,Florida,33180,South
SP-20650_28403,SP-20650,United States,Wilmington,North Carolina,28403,South
RF-19840_10024,RF-19840,United States,New York City,New York,10024,East
KH-16510_94110,KH-16510,United States,San Francisco,California,94110,West
KC-16675_98105,KC-16675,United States,Seattle,Washington,98105,West
CJ-12010_92646,CJ-12010,United States,Huntington Beach,California,92646,West
PB-19150_90004,PB-19150,United States,Los Angeles,California,90004,West
VB-21745_40475,VB-21745,United States,Richmond,Kentucky,40475,South
SP-20860_90045,SP-20860,United States,Los Angeles,California,90045,West
JE-15745_80027,JE-15745,United States,Louisville,Colorado,80027,West
MP-17965_1841,MP-17965,United States,Lawrence,Massachusetts,1841,East
NF-18385_39212,NF-18385,United States,Jackson,Mississippi,39212,South
JM-15265_48187,JM-15265,United States,Canton,Michigan,48187,Central
SD-20485_10801,SD-20485,United States,New Rochelle,New York,10801,East
KH-16630_78207,KH-16630,United States,San Antonio,Texas,78207,Central
RB-19795_28052,RB-19795,United States,Gastonia,North Carolina,28052,South
DB-13060_1852,DB-13060,United States,Lowell,Massachusetts,1852,East
MK-18160_32216,MK-18160,United States,Jacksonville,Florida,32216,South
PO-19180_60623,PO-19180,United States,Chicago,Illinois,60623,Central
BB-11545_77070,BB-11545,United States,Houston,Texas,77070,Central
CV-12805_10024,CV-12805,United States,New York City,New York,10024,East
PK-19075_48227,PK-19075,United States,Detroit,Michigan,48227,Central
TB-21595_47201,TB-21595,United States,Columbus,Indiana,47201,Central
RB-19360_13021,RB-19360,United States,Auburn,New York,13021,East
EB-13705_44312,EB-13705,United States,Akron,Ohio,44312,East
KH-16630_73071,KH-16630,United States,Norman,Oklahoma,73071,Central
SC-20095_94521,SC-20095,United States,Concord,California,94521,West
NF-18385_62521,NF-18385,United States,Decatur,Illinois,62521,Central
JH-15985_98115,JH-15985,United States,Seattle,Washington,98115,West
TN-21040_85023,TN-21040,United States,Phoenix,Arizona,85023,West
JS-15940_60068,JS-15940,United States,Park Ridge,Illinois,60068,Central
DS-13180_79109,DS-13180,United States,Amarillo,Texas,79109,Central
CC-12670_60610,CC-12670,United States,Chicago,Illinois,60610,Central
MH-17785_11757,MH-17785,United States,Lindenhurst,New York,11757,East
JP-15520_94110,JP-15520,United States,San Francisco,California,94110,West
KH-16690_90008,KH-16690,United States,Los Angeles,California,90008,West
JE-15475_12180,JE-15475,United States,Troy,New York,12180,East
JG-15805_10024,JG-15805,United States,New York City,New York,10024,East
XP-21865_92024,XP-21865,United States,San Diego,California,92024,West
EM-14065_10024,EM-14065,United States,New York City,New York,10024,East
MT-18070_90045,MT-18070,United States,Los Angeles,California,90045,West
SA-20830_60610,SA-20830,United States,Chicago,Illinois,60610,Central
CW-11905_77340,CW-11905,United States,Huntsville,Texas,77340,Central
AJ-10960_14609,AJ-10960,United States,Rochester,New York,14609,East
SS-20590_98115,SS-20590,United States,Seattle,Washington,98115,West
RO-19780_38109,RO-19780,United States,Memphis,Tennessee,38109,South
MD-17350_72701,MD-17350,United States,Fayetteville,Arkansas,72701,South
SC-20095_92627,SC-20095,United States,Costa Mesa,California,92627,West
MY-17380_80134,MY-17380,United States,Parker,Colorado,80134,West
EB-13705_10024,EB-13705,United States,New York City,New York,10024,East
CM-12385_30318,CM-12385,United States,Atlanta,Georgia,30318,South
LS-17245_64118,LS-17245,United States,Gladstone,Missouri,64118,Central
LF-17185_43055,LF-17185,United States,Newark,Ohio,43055,East
BN-11515_90049,BN-11515,United States,Los Angeles,California,90049,West
AD-10180_59405,AD-10180,United States,Great Falls,Montana,59405,West
DB-13210_77041,DB-13210,United States,Houston,Texas,77041,Central
MC-17605_48234,MC-17605,United States,Detroit,Michigan,48234,Central
LH-17155_90032,LH-17155,United States,Los Angeles,California,90032,West
BD-11605_1841,BD-11605,United States,Lawrence,Massachusetts,1841,East
PH-18790_33801,PH-18790,United States,Lakeland,Florida,33801,South
MG-18145_19134,MG-18145,United States,Philadelphia,Pennsylvania,19134,East
KB-16240_90036,KB-16240,United States,Los Angeles,California,90036,West
JC-15340_90032,JC-15340,United States,Los Angeles,California,90032,West
RL-19615_36116,RL-19615,United States,Montgomery,Alabama,36116,South
AA-10375_85204,AA-10375,United States,Mesa,Arizona,85204,West
EP-13915_60653,EP-13915,United States,Chicago,Illinois,60653,Central
MP-17470_10009,MP-17470,United States,New York City,New York,10009,East
DK-12985_42420,DK-12985,United States,Henderson,Kentucky,42420,South
BD-11500_54302,BD-11500,United States,Green Bay,Wisconsin,54302,Central
ES-14080_85705,ES-14080,United States,Tucson,Arizona,85705,West
LM-17065_45503,LM-17065,United States,Springfield,Ohio,45503,East
PG-18895_76106,PG-18895,United States,Fort Worth,Texas,76106,Central
AS-10135_10035,AS-10135,United States,New York City,New York,10035,East
DK-13225_60653,DK-13225,United States,Chicago,Illinois,60653,Central
BD-11320_94110,BD-11320,United States,San Francisco,California,94110,West
RC-19960_32216,RC-19960,United States,Jacksonville,Florida,32216,South
GT-14710_77070,GT-14710,United States,Houston,Texas,77070,Central
DK-13225_92804,DK-13225,United States,Anaheim,California,92804,West
AJ-10945_28403,AJ-10945,United States,Wilmington,North Carolina,28403,South
OT-18730_90045,OT-18730,United States,Los Angeles,California,90045,West
LP-17080_94110,LP-17080,United States,San Francisco,California,94110,West
CA-12775_33614,CA-12775,United States,Tampa,Florida,33614,South
JF-15490_98105,JF-15490,United States,Seattle,Washington,98105,West
FP-14320_90008,FP-14320,United States,Los Angeles,California,90008,West
EB-13840_98105,EB-13840,United States,Seattle,Washington,98105,West
JF-15415_10024,JF-15415,United States,New York City,New York,10024,East
SF-20200_98270,SF-20200,United States,Marysville,Washington,98270,West
TG-21640_90805,TG-21640,United States,Long Beach,California,90805,West
CS-11950_60610,CS-11950,United States,Chicago,Illinois,60610,Central
CC-12145_90004,CC-12145,United States,Los Angeles,California,90004,West
DV-13465_80219,DV-13465,United States,Denver,Colorado,80219,West
BD-11725_40475,BD-11725,United States,Richmond,Kentucky,40475,South
ZC-21910_97301,ZC-21910,United States,Salem,Oregon,97301,West
MS-17830_78041,MS-17830,United States,Laredo,Texas,78041,Central
LR-16915_92024,LR-16915,United States,San Diego,California,92024,West
TP-21130_19134,TP-21130,United States,Philadelphia,Pennsylvania,19134,East
CK-12205_19120,CK-12205,United States,Philadelphia,Pennsylvania,19120,East
AS-10240_33614,AS-10240,United States,Tampa,Florida,33614,South
AR-10510_19134,AR-10510,United States,Philadelphia,Pennsylvania,19134,East
NB-18655_75217,NB-18655,United States,Dallas,Texas,75217,Central
GD-14590_19143,GD-14590,United States,Philadelphia,Pennsylvania,19143,East
CK-12595_43123,CK-12595,United States,Grove City,Ohio,43123,East
NG-18355_10011,NG-18355,United States,New York City,New York,10011,East
CA-12265_60610,CA-12265,United States,Chicago,Illinois,60610,Central
SF-20965_48126,SF-20965,United States,Dearborn,Michigan,48126,Central
MO-17800_10009,MO-17800,United States,New York City,New York,10009,East
AT-10735_98115,AT-10735,United States,Seattle,Washington,98115,West
LC-17140_94122,LC-17140,United States,San Francisco,California,94122,West
FM-14380_80013,FM-14380,United States,Aurora,Colorado,80013,West
BD-11605_33180,BD-11605,United States,Miami,Florida,33180,South
DJ-13420_31088,DJ-13420,United States,Warner Robins,Georgia,31088,South
ME-17725_80013,ME-17725,United States,Aurora,Colorado,80013,West
RB-19465_94591,RB-19465,United States,Vallejo,California,94591,West
JD-16150_55407,JD-16150,United States,Minneapolis,Minnesota,55407,Central
JL-15835_92691,JL-15835,United States,Mission Viejo,California,92691,West
SC-20305_48307,SC-20305,United States,Rochester Hills,Michigan,48307,Central
TW-21025_7060,TW-21025,United States,Plainfield,New Jersey,7060,East
CC-12430_47201,CC-12430,United States,Columbus,Indiana,47201,Central
BB-10990_85635,BB-10990,United States,Sierra Vista,Arizona,85635,West
AR-10825_98661,AR-10825,United States,Vancouver,Washington,98661,West
SR-20740_10024,SR-20740,United States,New York City,New York,10024,East
AR-10405_10035,AR-10405,United States,New York City,New York,10035,East
CR-12730_43229,CR-12730,United States,Columbus,Ohio,43229,East
EH-14125_60505,EH-14125,United States,Aurora,Illinois,60505,Central
CB-12025_76017,CB-12025,United States,Arlington,Texas,76017,Central
SP-20545_10011,SP-20545,United States,New York City,New York,10011,East
RC-19825_40214,RC-19825,United States,Louisville,Kentucky,40214,South
TH-21235_75081,TH-21235,United States,Dallas,Texas,75081,Central
RP-19390_44105,RP-19390,United States,Cleveland,Ohio,44105,East
MO-17800_60653,MO-17800,United States,Chicago,Illinois,60653,Central
TD-20995_62301,TD-20995,United States,Quincy,Illinois,62301,Central
RB-19570_47201,RB-19570,United States,Columbus,Indiana,47201,Central
CD-11980_75701,CD-11980,United States,Tyler,Texas,75701,Central
DJ-13630_10024,DJ-13630,United States,New York City,New York,10024,East
GT-14635_27217,GT-14635,United States,Burlington,North Carolina,27217,South
MC-17845_39212,MC-17845,United States,Jackson,Mississippi,39212,South
RA-19285_10035,RA-19285,United States,New York City,New York,10035,East
NP-18325_22980,NP-18325,United States,Waynesboro,Virginia,22980,South
AB-10165_90036,AB-10165,United States,Los Angeles,California,90036,West
JO-15550_19013,JO-15550,United States,Chester,Pennsylvania,19013,East
Dl-13600_44105,Dl-13600,United States,Cleveland,Ohio,44105,East
AS-10285_98103,AS-10285,United States,Seattle,Washington,98103,West
JK-15370_90805,JK-15370,United States,Long Beach,California,90805,West
BN-11470_27511,BN-11470,United States,Cary,North Carolina,27511,South
DP-13165_10035,DP-13165,United States,New York City,New York,10035,East
TH-21550_10035,TH-21550,United States,New York City,New York,10035,East
AP-10915_32137,AP-10915,United States,Palm Coast,Florida,32137,South
RS-19765_10550,RS-19765,United States,Mount Vernon,New York,10550,East
Dl-13600_98105,Dl-13600,United States,Seattle,Washington,98105,West
SV-20365_19901,SV-20365,United States,Dover,Delaware,19901,East
KC-16540_43055,KC-16540,United States,Newark,Ohio,43055,East
CK-12325_84057,CK-12325,United States,Orem,Utah,84057,West
RD-19810_90045,RD-19810,United States,Los Angeles,California,90045,West
MP-17965_48205,MP-17965,United States,Detroit,Michigan,48205,Central
MR-17545_19140,MR-17545,United States,Philadelphia,Pennsylvania,19140,East
SC-20695_33012,SC-20695,United States,Hialeah,Florida,33012,South
JF-15355_78745,JF-15355,United States,Austin,Texas,78745,Central
EG-13900_11572,EG-13900,United States,Oceanside,New York,11572,East
DS-13030_98115,DS-13030,United States,Seattle,Washington,98115,West
GZ-14470_94110,GZ-14470,United States,San Francisco,California,94110,West
PO-19195_60540,PO-19195,United States,Naperville,Illinois,60540,Central
SS-20875_75220,SS-20875,United States,Dallas,Texas,75220,Central
MH-17785_92105,MH-17785,United States,San Diego,California,92105,West
PB-19105_60201,PB-19105,United States,Evanston,Illinois,60201,Central
RF-19735_48183,RF-19735,United States,Trenton,Michigan,48183,Central
YC-21895_94110,YC-21895,United States,San Francisco,California,94110,West
MS-17830_90036,MS-17830,United States,Los Angeles,California,90036,West
NB-18655_32216,NB-18655,United States,Jacksonville,Florida,32216,South
DC-13285_55016,DC-13285,United States,Cottage Grove,Minnesota,55016,Central
CP-12340_10009,CP-12340,United States,New York City,New York,10009,East
BF-11020_54302,BF-11020,United States,Green Bay,Wisconsin,54302,Central
AR-10510_90004,AR-10510,United States,Los Angeles,California,90004,West
JC-16105_30318,JC-16105,United States,Atlanta,Georgia,30318,South
LH-17020_43229,LH-17020,United States,Columbus,Ohio,43229,East
CS-12250_71111,CS-12250,United States,Bossier City,Louisiana,71111,South
AJ-10795_33710,AJ-10795,United States,Saint Petersburg,Florida,33710,South
LE-16810_22204,LE-16810,United States,Arlington,Virginia,22204,South
BV-11245_50315,BV-11245,United States,Des Moines,Iowa,50315,Central
DL-12865_45231,DL-12865,United States,Cincinnati,Ohio,45231,East
NZ-18565_94110,NZ-18565,United States,San Francisco,California,94110,West
BM-11785_43229,BM-11785,United States,Columbus,Ohio,43229,East
EA-14035_29203,EA-14035,United States,Columbia,South Carolina,29203,South
CL-12565_93534,CL-12565,United States,Lancaster,California,93534,West
LT-17110_93534,LT-17110,United States,Lancaster,California,93534,West
SA-20830_23223,SA-20830,United States,Richmond,Virginia,23223,South
JK-15730_28806,JK-15730,United States,Asheville,North Carolina,28806,South
ES-14020_94110,ES-14020,United States,San Francisco,California,94110,West
RH-19495_55901,RH-19495,United States,Rochester,Minnesota,55901,Central
DB-13120_14609,DB-13120,United States,Rochester,New York,14609,East
CD-11920_92530,CD-11920,United States,Lake Elsinore,California,92530,West
HW-14935_92105,HW-14935,United States,San Diego,California,92105,West
HW-14935_10024,HW-14935,United States,New York City,New York,10024,East
MC-18130_71203,MC-18130,United States,Monroe,Louisiana,71203,South
GM-14440_94122,GM-14440,United States,San Francisco,California,94122,West
RA-19915_80219,RA-19915,United States,Denver,Colorado,80219,West
AA-10375_68104,AA-10375,United States,Omaha,Nebraska,68104,Central
ZC-21910_98026,ZC-21910,United States,Edmonds,Washington,98026,West
PJ-19015_92704,PJ-19015,United States,Santa Ana,California,92704,West
BW-11110_53209,BW-11110,United States,Milwaukee,Wisconsin,53209,Central
DB-13210_19140,DB-13210,United States,Philadelphia,Pennsylvania,19140,East
CA-12775_19140,CA-12775,United States,Philadelphia,Pennsylvania,19140,East
TR-21325_7109,TR-21325,United States,Belleville,New Jersey,7109,East
PG-18820_94110,PG-18820,United States,San Francisco,California,94110,West
GT-14710_55044,GT-14710,United States,Lakeville,Minnesota,55044,Central
JE-15745_41042,JE-15745,United States,Florence,Kentucky,41042,South
JB-15400_33614,JB-15400,United States,Tampa,Florida,33614,South
LH-17020_75701,LH-17020,United States,Tyler,Texas,75701,Central
JL-15175_38401,JL-15175,United States,Columbia,Tennessee,38401,South
EB-13705_76106,EB-13705,United States,Fort Worth,Texas,76106,Central
BM-11650_10035,BM-11650,United States,New York City,New York,10035,East
EM-14095_90036,EM-14095,United States,Los Angeles,California,90036,West
AF-10885_40214,AF-10885,United States,Louisville,Kentucky,40214,South
GA-14725_44052,GA-14725,United States,Lorain,Ohio,44052,East
CK-12760_7036,CK-12760,United States,Linden,New Jersey,7036,East
DP-13105_93905,DP-13105,United States,Salinas,California,93905,West
VD-21670_39212,VD-21670,United States,Jackson,Mississippi,39212,South
GT-14710_10035,GT-14710,United States,New York City,New York,10035,East
BK-11260_10035,BK-11260,United States,New York City,New York,10035,East
SJ-20125_8901,SJ-20125,United States,New Brunswick,New Jersey,8901,East
CM-12445_94122,CM-12445,United States,San Francisco,California,94122,West
AJ-10795_32216,AJ-10795,United States,Jacksonville,Florida,32216,South
AJ-10780_22153,AJ-10780,United States,Springfield,Virginia,22153,South
LS-16945_19140,LS-16945,United States,Philadelphia,Pennsylvania,19140,East
GP-14740_17602,GP-14740,United States,Lancaster,Pennsylvania,17602,East
PK-18910_19143,PK-18910,United States,Philadelphia,Pennsylvania,19143,East
TB-21520_3301,TB-21520,United States,Concord,New Hampshire,3301,East
SM-20005_10009,SM-20005,United States,New York City,New York,10009,East
GA-14725_28205,GA-14725,United States,Charlotte,North Carolina,28205,South
CC-12430_3301,CC-12430,United States,Concord,New Hampshire,3301,East
AG-10765_19120,AG-10765,United States,Philadelphia,Pennsylvania,19120,East
HP-14815_10024,HP-14815,United States,New York City,New York,10024,East
DK-13090_22153,DK-13090,United States,Springfield,Virginia,22153,South
GZ-14470_94109,GZ-14470,United States,San Francisco,California,94109,West
PM-19135_48227,PM-19135,United States,Detroit,Michigan,48227,Central
LL-16840_14609,LL-16840,United States,Rochester,New York,14609,East
JS-15595_90045,JS-15595,United States,Los Angeles,California,90045,West
OT-18730_92105,OT-18730,United States,San Diego,California,92105,West
